"health_officer_region","county","mmwr_year","mmwr_week","start_date","end_date","mnth_lbl","total_ca_pop","total_cnty_pop","cumulative_infected","cumulative_severe","new_infections","new_severe","cum_rate_100k","inf_rate_100k","sev_rate_100k"
"Bay Area","San Mateo",2023,23,2023-06-04,2023-06-10,"Jun",39109070,749075,5,0,198,0,0.7,26.4,0
"Bay Area","San Mateo",2023,24,2023-06-11,2023-06-17,"Jun",39109070,749075,9,0,157,3,1.2,21,0.4
"Bay Area","San Mateo",2023,25,2023-06-18,2023-06-24,"Jun",39109070,749075,12,0,504,6,1.6,67.3,0.8
"Bay Area","San Mateo",2023,26,2023-06-25,2023-07-01,"Jun",39109070,749075,16,0,863,4,2.1,115.2,0.5
"Bay Area","San Mateo",2023,27,2023-07-02,2023-07-08,"Jul",39109070,749075,19,0,979,11,2.5,130.7,1.5
"Bay Area","San Mateo",2023,28,2023-07-09,2023-07-15,"Jul",39109070,749075,34,0,1326,18,4.5,177,2.4
"Bay Area","San Mateo",2023,29,2023-07-16,2023-07-22,"Jul",39109070,749075,41,0,986,32,5.5,131.6,4.3
"Bay Area","San Mateo",2023,30,2023-07-23,2023-07-29,"Jul",39109070,749075,54,0,1067,38,7.2,142.4,5.1
"Bay Area","San Mateo",2023,31,2023-07-30,2023-08-05,"Jul",39109070,749075,84,0,1921,27,11.2,256.4,3.6
"Bay Area","San Mateo",2023,32,2023-08-06,2023-08-12,"Aug",39109070,749075,107,0,1919,39,14.3,256.2,5.2
"Bay Area","San Mateo",2023,33,2023-08-13,2023-08-19,"Aug",39109070,749075,129,0,2467,49,17.2,329.3,6.5
"Bay Area","San Mateo",2023,34,2023-08-20,2023-08-26,"Aug",39109070,749075,162,0,3631,63,21.6,484.7,8.4
"Bay Area","San Mateo",2023,35,2023-08-27,2023-09-02,"Aug",39109070,749075,219,0,5632,80,29.2,751.9,10.7
"Bay Area","San Mateo",2023,36,2023-09-03,2023-09-09,"Sep",39109070,749075,285,0,5568,106,38,743.3,14.2
"Bay Area","San Mateo",2023,37,2023-09-10,2023-09-16,"Sep",39109070,749075,339,0,5282,165,45.3,705.1,22
"Bay Area","San Mateo",2023,38,2023-09-17,2023-09-23,"Sep",39109070,749075,407,0,6024,175,54.3,804.2,23.4
"Bay Area","San Mateo",2023,39,2023-09-24,2023-09-30,"Sep",39109070,749075,458,0,4835,163,61.1,645.5,21.8
"Bay Area","San Mateo",2023,40,2023-10-01,2023-10-07,"Oct",39109070,749075,507,0,4978,220,67.7,664.6,29.4
"Bay Area","San Mateo",2023,41,2023-10-08,2023-10-14,"Oct",39109070,749075,545,0,4854,153,72.8,648,20.4
"Bay Area","San Mateo",2023,42,2023-10-15,2023-10-21,"Oct",39109070,749075,600,0,5004,139,80.1,668,18.6
"Bay Area","San Mateo",2023,43,2023-10-22,2023-10-28,"Oct",39109070,749075,647,0,3961,146,86.4,528.8,19.5
"Bay Area","San Mateo",2023,44,2023-10-29,2023-11-04,"Oct",39109070,749075,673,0,2688,146,89.8,358.8,19.5
"Bay Area","San Mateo",2023,45,2023-11-05,2023-11-11,"Nov",39109070,749075,699,0,1961,130,93.3,261.8,17.4
"Bay Area","San Mateo",2023,46,2023-11-12,2023-11-18,"Nov",39109070,749075,709,0,650,96,94.7,86.8,12.8
"Bay Area","San Mateo",2023,47,2023-11-19,2023-11-25,"Nov",39109070,749075,709,0,84,85,94.7,11.2,11.3
"Bay Area","San Mateo",2023,48,2023-11-26,2023-12-02,"Nov",39109070,749075,711,0,135,37,94.9,18,4.9
"Bay Area","San Mateo",2023,49,2023-12-03,2023-12-09,"Dec",39109070,749075,711,0,0,12,94.9,0,1.6
"Bay Area","San Mateo",2023,50,2023-12-10,2023-12-16,"Dec",39109070,749075,711,0,106,5,94.9,14.2,0.7
"Bay Area","San Mateo",2023,51,2023-12-17,2023-12-23,"Dec",39109070,749075,711,0,0,1,94.9,0,0.1
"Bay Area","San Mateo",2023,52,2023-12-24,2023-12-30,"Dec",39109070,749075,711,0,0,3,94.9,0,0.4
"Bay Area","Santa Clara",2023,22,2023-05-28,2023-06-03,"May",39109070,1911749,3,0,536,0,0.2,28,0
"Bay Area","Santa Clara",2023,23,2023-06-04,2023-06-10,"Jun",39109070,1911749,5,0,476,0,0.3,24.9,0
"Bay Area","Santa Clara",2023,24,2023-06-11,2023-06-17,"Jun",39109070,1911749,5,0,435,16,0.3,22.8,0.8
"Bay Area","Santa Clara",2023,25,2023-06-18,2023-06-24,"Jun",39109070,1911749,15,0,1314,14,0.8,68.7,0.7
"Bay Area","Santa Clara",2023,26,2023-06-25,2023-07-01,"Jun",39109070,1911749,34,0,2087,13,1.8,109.2,0.7
"Bay Area","Santa Clara",2023,27,2023-07-02,2023-07-08,"Jul",39109070,1911749,62,0,2538,29,3.2,132.8,1.5
"Bay Area","Santa Clara",2023,28,2023-07-09,2023-07-15,"Jul",39109070,1911749,87,0,3289,47,4.6,172,2.5
"Bay Area","Santa Clara",2023,29,2023-07-16,2023-07-22,"Jul",39109070,1911749,101,0,2695,86,5.3,141,4.5
"Bay Area","Santa Clara",2023,30,2023-07-23,2023-07-29,"Jul",39109070,1911749,131,0,2849,105,6.9,149,5.5
"Bay Area","Santa Clara",2023,31,2023-07-30,2023-08-05,"Jul",39109070,1911749,178,0,4920,93,9.3,257.4,4.9
"Bay Area","Santa Clara",2023,32,2023-08-06,2023-08-12,"Aug",39109070,1911749,212,0,4951,76,11.1,259,4
"Bay Area","Santa Clara",2023,33,2023-08-13,2023-08-19,"Aug",39109070,1911749,261,0,6280,129,13.7,328.5,6.7
"Bay Area","Santa Clara",2023,34,2023-08-20,2023-08-26,"Aug",39109070,1911749,342,0,9345,127,17.9,488.8,6.6
"Bay Area","Santa Clara",2023,35,2023-08-27,2023-09-02,"Aug",39109070,1911749,477,0,14499,163,25,758.4,8.5
"Bay Area","Santa Clara",2023,36,2023-09-03,2023-09-09,"Sep",39109070,1911749,630,0,14138,242,33,739.5,12.7
"Bay Area","Santa Clara",2023,37,2023-09-10,2023-09-16,"Sep",39109070,1911749,763,0,13160,377,39.9,688.4,19.7
"Bay Area","Santa Clara",2023,38,2023-09-17,2023-09-23,"Sep",39109070,1911749,916,0,14955,419,47.9,782.3,21.9
"Bay Area","Santa Clara",2023,39,2023-09-24,2023-09-30,"Sep",39109070,1911749,1010,1,12454,381,52.8,651.4,19.9
"Bay Area","Santa Clara",2023,40,2023-10-01,2023-10-07,"Oct",39109070,1911749,1118,1,12520,435,58.5,654.9,22.8
"Bay Area","Santa Clara",2023,41,2023-10-08,2023-10-14,"Oct",39109070,1911749,1233,1,12432,377,64.5,650.3,19.7
"Bay Area","Santa Clara",2023,42,2023-10-15,2023-10-21,"Oct",39109070,1911749,1336,1,12677,326,69.9,663.1,17.1
"Bay Area","Santa Clara",2023,43,2023-10-22,2023-10-28,"Oct",39109070,1911749,1437,1,10236,372,75.2,535.4,19.5
"Bay Area","Santa Clara",2023,44,2023-10-29,2023-11-04,"Oct",39109070,1911749,1519,1,6863,393,79.5,359,20.6
"Bay Area","Santa Clara",2023,45,2023-11-05,2023-11-11,"Nov",39109070,1911749,1571,1,4854,294,82.2,253.9,15.4
"Bay Area","Santa Clara",2023,46,2023-11-12,2023-11-18,"Nov",39109070,1911749,1580,1,1733,220,82.6,90.6,11.5
"Bay Area","Santa Clara",2023,47,2023-11-19,2023-11-25,"Nov",39109070,1911749,1584,1,228,147,82.9,11.9,7.7
"Bay Area","Santa Clara",2023,48,2023-11-26,2023-12-02,"Nov",39109070,1911749,1585,1,317,65,82.9,16.6,3.4
"Bay Area","Santa Clara",2023,49,2023-12-03,2023-12-09,"Dec",39109070,1911749,1585,1,0,15,82.9,0,0.8
"Bay Area","Santa Clara",2023,50,2023-12-10,2023-12-16,"Dec",39109070,1911749,1585,1,293,10,82.9,15.3,0.5
"Bay Area","Santa Clara",2023,51,2023-12-17,2023-12-23,"Dec",39109070,1911749,1585,1,0,0,82.9,0,0
"Bay Area","Santa Clara",2023,52,2023-12-24,2023-12-30,"Dec",39109070,1911749,1585,1,0,12,82.9,0,0.6
"Bay Area","Santa Cruz",2023,22,2023-05-28,2023-06-03,"May",39109070,263101,3,0,76,0,1.1,28.9,0
"Bay Area","Santa Cruz",2023,23,2023-06-04,2023-06-10,"Jun",39109070,263101,4,0,80,0,1.5,30.4,0
"Bay Area","Santa Cruz",2023,24,2023-06-11,2023-06-17,"Jun",39109070,263101,5,0,66,1,1.9,25.1,0.4
"Bay Area","Santa Cruz",2023,25,2023-06-18,2023-06-24,"Jun",39109070,263101,9,0,192,3,3.4,73,1.1
"Bay Area","Santa Cruz",2023,26,2023-06-25,2023-07-01,"Jun",39109070,263101,11,0,350,1,4.2,133,0.4
"Bay Area","Santa Cruz",2023,27,2023-07-02,2023-07-08,"Jul",39109070,263101,20,0,388,3,7.6,147.5,1.1
"Bay Area","Santa Cruz",2023,28,2023-07-09,2023-07-15,"Jul",39109070,263101,27,0,540,10,10.3,205.2,3.8
"Bay Area","Santa Cruz",2023,29,2023-07-16,2023-07-22,"Jul",39109070,263101,30,0,423,10,11.4,160.8,3.8
"Bay Area","Santa Cruz",2023,30,2023-07-23,2023-07-29,"Jul",39109070,263101,40,0,435,9,15.2,165.3,3.4
"Bay Area","Santa Cruz",2023,31,2023-07-30,2023-08-05,"Jul",39109070,263101,51,0,794,19,19.4,301.8,7.2
"Bay Area","Santa Cruz",2023,32,2023-08-06,2023-08-12,"Aug",39109070,263101,59,0,751,13,22.4,285.4,4.9
"Bay Area","Santa Cruz",2023,33,2023-08-13,2023-08-19,"Aug",39109070,263101,69,0,960,20,26.2,364.9,7.6
"Bay Area","Santa Cruz",2023,34,2023-08-20,2023-08-26,"Aug",39109070,263101,80,0,1389,34,30.4,527.9,12.9
"Bay Area","Santa Cruz",2023,35,2023-08-27,2023-09-02,"Aug",39109070,263101,115,0,2250,27,43.7,855.2,10.3
"Bay Area","Santa Cruz",2023,36,2023-09-03,2023-09-09,"Sep",39109070,263101,148,0,2116,53,56.3,804.3,20.1
"Bay Area","Santa Cruz",2023,37,2023-09-10,2023-09-16,"Sep",39109070,263101,188,0,1975,76,71.5,750.7,28.9
"Bay Area","Santa Cruz",2023,38,2023-09-17,2023-09-23,"Sep",39109070,263101,219,0,2270,65,83.2,862.8,24.7
"Bay Area","Santa Cruz",2023,39,2023-09-24,2023-09-30,"Sep",39109070,263101,241,0,1869,75,91.6,710.4,28.5
"Bay Area","Santa Cruz",2023,40,2023-10-01,2023-10-07,"Oct",39109070,263101,273,0,1937,68,103.8,736.2,25.8
"Bay Area","Santa Cruz",2023,41,2023-10-08,2023-10-14,"Oct",39109070,263101,304,0,1858,60,115.5,706.2,22.8
"Bay Area","Santa Cruz",2023,42,2023-10-15,2023-10-21,"Oct",39109070,263101,331,0,1907,62,125.8,724.8,23.6
"Bay Area","Santa Cruz",2023,43,2023-10-22,2023-10-28,"Oct",39109070,263101,353,0,1542,55,134.2,586.1,20.9
"Bay Area","Santa Cruz",2023,44,2023-10-29,2023-11-04,"Oct",39109070,263101,366,0,1019,64,139.1,387.3,24.3
"Bay Area","Santa Cruz",2023,45,2023-11-05,2023-11-11,"Nov",39109070,263101,381,0,783,54,144.8,297.6,20.5
"Bay Area","Santa Cruz",2023,46,2023-11-12,2023-11-18,"Nov",39109070,263101,383,0,230,28,145.6,87.4,10.6
"Bay Area","Santa Cruz",2023,47,2023-11-19,2023-11-25,"Nov",39109070,263101,384,0,33,21,146,12.5,8
"Bay Area","Santa Cruz",2023,48,2023-11-26,2023-12-02,"Nov",39109070,263101,384,0,47,7,146,17.9,2.7
"Bay Area","Santa Cruz",2023,49,2023-12-03,2023-12-09,"Dec",39109070,263101,384,0,0,1,146,0,0.4
"Bay Area","Santa Cruz",2023,50,2023-12-10,2023-12-16,"Dec",39109070,263101,385,0,53,2,146.3,20.1,0.8
"Bay Area","Santa Cruz",2023,51,2023-12-17,2023-12-23,"Dec",39109070,263101,385,0,0,0,146.3,0,0
"Bay Area","Santa Cruz",2023,52,2023-12-24,2023-12-30,"Dec",39109070,263101,385,0,0,0,146.3,0,0
"Bay Area","Solano",2023,22,2023-05-28,2023-06-03,"May",39109070,446745,1,0,285,0,0.2,63.8,0
"Bay Area","Solano",2023,23,2023-06-04,2023-06-10,"Jun",39109070,446745,2,0,257,0,0.4,57.5,0
"Bay Area","Solano",2023,24,2023-06-11,2023-06-17,"Jun",39109070,446745,3,0,220,4,0.7,49.2,0.9
"Bay Area","Solano",2023,25,2023-06-18,2023-06-24,"Jun",39109070,446745,10,0,651,8,2.2,145.7,1.8
"Bay Area","Solano",2023,26,2023-06-25,2023-07-01,"Jun",39109070,446745,19,0,1059,7,4.3,237,1.6
"Bay Area","Solano",2023,27,2023-07-02,2023-07-08,"Jul",39109070,446745,26,0,1349,21,5.8,302,4.7
"Bay Area","Solano",2023,28,2023-07-09,2023-07-15,"Jul",39109070,446745,44,0,1757,37,9.8,393.3,8.3
"Bay Area","Solano",2023,29,2023-07-16,2023-07-22,"Jul",39109070,446745,60,0,1321,42,13.4,295.7,9.4
"Bay Area","Solano",2023,30,2023-07-23,2023-07-29,"Jul",39109070,446745,71,0,1427,58,15.9,319.4,13
"Bay Area","Solano",2023,31,2023-07-30,2023-08-05,"Jul",39109070,446745,103,0,2606,48,23.1,583.3,10.7
"Bay Area","Solano",2023,32,2023-08-06,2023-08-12,"Aug",39109070,446745,126,0,2522,49,28.2,564.5,11
"Bay Area","Solano",2023,33,2023-08-13,2023-08-19,"Aug",39109070,446745,159,0,3135,59,35.6,701.7,13.2
"Bay Area","Solano",2023,34,2023-08-20,2023-08-26,"Aug",39109070,446745,223,0,4707,75,49.9,1053.6,16.8
"Bay Area","Solano",2023,35,2023-08-27,2023-09-02,"Aug",39109070,446745,311,0,7257,80,69.6,1624.4,17.9
"Bay Area","Solano",2023,36,2023-09-03,2023-09-09,"Sep",39109070,446745,387,0,7181,131,86.6,1607.4,29.3
"Bay Area","Solano",2023,37,2023-09-10,2023-09-16,"Sep",39109070,446745,456,0,6385,189,102.1,1429.2,42.3
"Bay Area","Solano",2023,38,2023-09-17,2023-09-23,"Sep",39109070,446745,550,0,7366,194,123.1,1648.8,43.4
"Bay Area","Solano",2023,39,2023-09-24,2023-09-30,"Sep",39109070,446745,613,0,5815,200,137.2,1301.6,44.8
"Bay Area","Solano",2023,40,2023-10-01,2023-10-07,"Oct",39109070,446745,689,0,5934,192,154.2,1328.3,43
"Bay Area","Solano",2023,41,2023-10-08,2023-10-14,"Oct",39109070,446745,766,0,5863,175,171.5,1312.4,39.2
"Bay Area","Solano",2023,42,2023-10-15,2023-10-21,"Oct",39109070,446745,828,0,5990,152,185.3,1340.8,34
"Bay Area","Solano",2023,43,2023-10-22,2023-10-28,"Oct",39109070,446745,887,0,4729,184,198.5,1058.5,41.2
"Bay Area","Solano",2023,44,2023-10-29,2023-11-04,"Oct",39109070,446745,931,0,3261,176,208.4,729.9,39.4
"Bay Area","Solano",2023,45,2023-11-05,2023-11-11,"Nov",39109070,446745,960,0,2129,150,214.9,476.6,33.6
"Bay Area","Solano",2023,46,2023-11-12,2023-11-18,"Nov",39109070,446745,971,0,745,118,217.3,166.8,26.4
"Bay Area","Solano",2023,47,2023-11-19,2023-11-25,"Nov",39109070,446745,974,0,104,75,218,23.3,16.8
"Bay Area","Solano",2023,48,2023-11-26,2023-12-02,"Nov",39109070,446745,976,0,130,33,218.5,29.1,7.4
"Bay Area","Solano",2023,49,2023-12-03,2023-12-09,"Dec",39109070,446745,976,0,0,11,218.5,0,2.5
"Bay Area","Solano",2023,50,2023-12-10,2023-12-16,"Dec",39109070,446745,977,0,143,5,218.7,32,1.1
"Bay Area","Solano",2023,51,2023-12-17,2023-12-23,"Dec",39109070,446745,977,0,0,0,218.7,0,0
"Bay Area","Solano",2023,52,2023-12-24,2023-12-30,"Dec",39109070,446745,977,0,0,4,218.7,0,0.9
"Bay Area","Sonoma",2023,22,2023-05-28,2023-06-03,"May",39109070,479826,1,0,122,0,0.2,25.4,0
"Bay Area","Sonoma",2023,23,2023-06-04,2023-06-10,"Jun",39109070,479826,2,0,136,0,0.4,28.3,0
"Bay Area","Sonoma",2023,24,2023-06-11,2023-06-17,"Jun",39109070,479826,4,0,124,7,0.8,25.8,1.5
"Bay Area","Sonoma",2023,25,2023-06-18,2023-06-24,"Jun",39109070,479826,10,0,371,2,2.1,77.3,0.4
"Bay Area","Sonoma",2023,26,2023-06-25,2023-07-01,"Jun",39109070,479826,17,0,542,2,3.5,113,0.4
"Bay Area","Sonoma",2023,27,2023-07-02,2023-07-08,"Jul",39109070,479826,32,0,708,16,6.7,147.6,3.3
"Bay Area","Sonoma",2023,28,2023-07-09,2023-07-15,"Jul",39109070,479826,41,0,927,16,8.5,193.2,3.3
"Bay Area","Sonoma",2023,29,2023-07-16,2023-07-22,"Jul",39109070,479826,54,0,738,27,11.3,153.8,5.6
"Bay Area","Sonoma",2023,30,2023-07-23,2023-07-29,"Jul",39109070,479826,61,0,706,36,12.7,147.1,7.5
"Bay Area","Sonoma",2023,31,2023-07-30,2023-08-05,"Jul",39109070,479826,74,0,1385,29,15.4,288.6,6
"Bay Area","Sonoma",2023,32,2023-08-06,2023-08-12,"Aug",39109070,479826,95,0,1302,34,19.8,271.3,7.1
"Bay Area","Sonoma",2023,33,2023-08-13,2023-08-19,"Aug",39109070,479826,124,0,1657,56,25.8,345.3,11.7
"Bay Area","Sonoma",2023,34,2023-08-20,2023-08-26,"Aug",39109070,479826,159,1,2542,32,33.1,529.8,6.7
"Bay Area","Sonoma",2023,35,2023-08-27,2023-09-02,"Aug",39109070,479826,222,1,3811,60,46.3,794.2,12.5
"Bay Area","Sonoma",2023,36,2023-09-03,2023-09-09,"Sep",39109070,479826,269,1,3795,75,56.1,790.9,15.6
"Bay Area","Sonoma",2023,37,2023-09-10,2023-09-16,"Sep",39109070,479826,315,1,3560,104,65.6,741.9,21.7
"Bay Area","Sonoma",2023,38,2023-09-17,2023-09-23,"Sep",39109070,479826,361,1,4016,143,75.2,837,29.8
"Bay Area","Sonoma",2023,39,2023-09-24,2023-09-30,"Sep",39109070,479826,419,1,3336,112,87.3,695.3,23.3
"Bay Area","Sonoma",2023,40,2023-10-01,2023-10-07,"Oct",39109070,479826,471,1,3287,150,98.2,685,31.3
"Bay Area","Sonoma",2023,41,2023-10-08,2023-10-14,"Oct",39109070,479826,515,1,3325,116,107.3,693,24.2
"Bay Area","Sonoma",2023,42,2023-10-15,2023-10-21,"Oct",39109070,479826,575,1,3408,122,119.8,710.3,25.4
"Bay Area","Sonoma",2023,43,2023-10-22,2023-10-28,"Oct",39109070,479826,607,1,2655,117,126.5,553.3,24.4
"Bay Area","Sonoma",2023,44,2023-10-29,2023-11-04,"Oct",39109070,479826,632,1,1903,120,131.7,396.6,25
"Bay Area","Sonoma",2023,45,2023-11-05,2023-11-11,"Nov",39109070,479826,654,1,1319,90,136.3,274.9,18.8
"Bay Area","Sonoma",2023,46,2023-11-12,2023-11-18,"Nov",39109070,479826,662,1,433,57,138,90.2,11.9
"Bay Area","Sonoma",2023,47,2023-11-19,2023-11-25,"Nov",39109070,479826,662,1,52,59,138,10.8,12.3
"Bay Area","Sonoma",2023,48,2023-11-26,2023-12-02,"Nov",39109070,479826,663,1,79,17,138.2,16.5,3.5
"Bay Area","Sonoma",2023,49,2023-12-03,2023-12-09,"Dec",39109070,479826,663,1,0,8,138.2,0,1.7
"Bay Area","Sonoma",2023,50,2023-12-10,2023-12-16,"Dec",39109070,479826,663,1,83,4,138.2,17.3,0.8
"Bay Area","Sonoma",2023,51,2023-12-17,2023-12-23,"Dec",39109070,479826,663,1,0,1,138.2,0,0.2
"Bay Area","Sonoma",2023,52,2023-12-24,2023-12-30,"Dec",39109070,479826,663,1,0,2,138.2,0,0.4
"Central California","Calaveras",2023,22,2023-05-28,2023-06-03,"May",39109070,44605,1,0,11,0,2.2,24.7,0
"Central California","Calaveras",2023,23,2023-06-04,2023-06-10,"Jun",39109070,44605,2,0,13,0,4.5,29.1,0
"Central California","Calaveras",2023,24,2023-06-11,2023-06-17,"Jun",39109070,44605,2,0,10,0,4.5,22.4,0
"Central California","Calaveras",2023,25,2023-06-18,2023-06-24,"Jun",39109070,44605,3,0,45,0,6.7,100.9,0
"Central California","Calaveras",2023,26,2023-06-25,2023-07-01,"Jun",39109070,44605,3,0,49,0,6.7,109.9,0
"Central California","Calaveras",2023,27,2023-07-02,2023-07-08,"Jul",39109070,44605,4,0,64,1,9,143.5,2.2
"Central California","Calaveras",2023,28,2023-07-09,2023-07-15,"Jul",39109070,44605,5,0,87,0,11.2,195,0
"Central California","Calaveras",2023,29,2023-07-16,2023-07-22,"Jul",39109070,44605,5,0,83,1,11.2,186.1,2.2
"Central California","Calaveras",2023,30,2023-07-23,2023-07-29,"Jul",39109070,44605,6,0,73,4,13.5,163.7,9
"Central California","Calaveras",2023,31,2023-07-30,2023-08-05,"Jul",39109070,44605,9,0,149,2,20.2,334,4.5
"Central California","Calaveras",2023,32,2023-08-06,2023-08-12,"Aug",39109070,44605,13,0,126,4,29.1,282.5,9
"Central California","Calaveras",2023,33,2023-08-13,2023-08-19,"Aug",39109070,44605,13,0,178,3,29.1,399.1,6.7
"Central California","Calaveras",2023,34,2023-08-20,2023-08-26,"Aug",39109070,44605,18,0,262,5,40.4,587.4,11.2
"Central California","Calaveras",2023,35,2023-08-27,2023-09-02,"Aug",39109070,44605,25,0,375,4,56,840.7,9
"Central California","Calaveras",2023,36,2023-09-03,2023-09-09,"Sep",39109070,44605,30,0,374,20,67.3,838.5,44.8
"Central California","Calaveras",2023,37,2023-09-10,2023-09-16,"Sep",39109070,44605,35,0,372,9,78.5,834,20.2
"Central California","Calaveras",2023,38,2023-09-17,2023-09-23,"Sep",39109070,44605,40,0,404,12,89.7,905.7,26.9
"Central California","Calaveras",2023,39,2023-09-24,2023-09-30,"Sep",39109070,44605,43,0,309,14,96.4,692.7,31.4
"Central California","Calaveras",2023,40,2023-10-01,2023-10-07,"Oct",39109070,44605,50,0,337,23,112.1,755.5,51.6
"Central California","Calaveras",2023,41,2023-10-08,2023-10-14,"Oct",39109070,44605,53,0,313,19,118.8,701.7,42.6
"Central California","Calaveras",2023,42,2023-10-15,2023-10-21,"Oct",39109070,44605,59,0,366,21,132.3,820.5,47.1
"Central California","Calaveras",2023,43,2023-10-22,2023-10-28,"Oct",39109070,44605,64,0,293,13,143.5,656.9,29.1
"Central California","Calaveras",2023,44,2023-10-29,2023-11-04,"Oct",39109070,44605,66,0,197,10,148,441.7,22.4
"Central California","Calaveras",2023,45,2023-11-05,2023-11-11,"Nov",39109070,44605,68,0,116,19,152.4,260.1,42.6
"Central California","Calaveras",2023,46,2023-11-12,2023-11-18,"Nov",39109070,44605,69,0,41,7,154.7,91.9,15.7
"Central California","Calaveras",2023,47,2023-11-19,2023-11-25,"Nov",39109070,44605,69,0,8,5,154.7,17.9,11.2
"Central California","Calaveras",2023,48,2023-11-26,2023-12-02,"Nov",39109070,44605,70,0,11,4,156.9,24.7,9
"Central California","Calaveras",2023,49,2023-12-03,2023-12-09,"Dec",39109070,44605,70,0,0,0,156.9,0,0
"Central California","Calaveras",2023,50,2023-12-10,2023-12-16,"Dec",39109070,44605,70,0,10,0,156.9,22.4,0
"Central California","Calaveras",2023,51,2023-12-17,2023-12-23,"Dec",39109070,44605,70,0,0,0,156.9,0,0
"Central California","Calaveras",2023,52,2023-12-24,2023-12-30,"Dec",39109070,44605,70,0,0,0,156.9,0,0
"Central California","Fresno",2023,22,2023-05-28,2023-06-03,"May",39109070,1012424,1,0,254,0,0.1,25.1,0
"Central California","Fresno",2023,23,2023-06-04,2023-06-10,"Jun",39109070,1012424,4,0,220,0,0.4,21.7,0
"Central California","Fresno",2023,24,2023-06-11,2023-06-17,"Jun",39109070,1012424,7,0,207,8,0.7,20.4,0.8
"Central California","Fresno",2023,25,2023-06-18,2023-06-24,"Jun",39109070,1012424,17,0,624,3,1.7,61.6,0.3
"Central California","Fresno",2023,26,2023-06-25,2023-07-01,"Jun",39109070,1012424,28,0,1032,2,2.8,101.9,0.2
"Central California","Fresno",2023,27,2023-07-02,2023-07-08,"Jul",39109070,1012424,39,0,1261,18,3.9,124.6,1.8
"Central California","Fresno",2023,28,2023-07-09,2023-07-15,"Jul",39109070,1012424,55,0,1690,18,5.4,166.9,1.8
"Central California","Fresno",2023,29,2023-07-16,2023-07-22,"Jul",39109070,1012424,69,0,1310,26,6.8,129.4,2.6
"Central California","Fresno",2023,30,2023-07-23,2023-07-29,"Jul",39109070,1012424,83,0,1369,50,8.2,135.2,4.9
"Central California","Fresno",2023,31,2023-07-30,2023-08-05,"Jul",39109070,1012424,108,0,2384,40,10.7,235.5,4
"Central California","Fresno",2023,32,2023-08-06,2023-08-12,"Aug",39109070,1012424,133,0,2450,45,13.1,242,4.4
"Central California","Fresno",2023,33,2023-08-13,2023-08-19,"Aug",39109070,1012424,165,0,3161,48,16.3,312.2,4.7
"Central California","Fresno",2023,34,2023-08-20,2023-08-26,"Aug",39109070,1012424,202,0,4535,49,20,447.9,4.8
"Central California","Fresno",2023,35,2023-08-27,2023-09-02,"Aug",39109070,1012424,268,0,7339,73,26.5,724.9,7.2
"Central California","Fresno",2023,36,2023-09-03,2023-09-09,"Sep",39109070,1012424,346,0,7107,115,34.2,702,11.4
"Central California","Fresno",2023,37,2023-09-10,2023-09-16,"Sep",39109070,1012424,416,0,6544,186,41.1,646.4,18.4
"Central California","Fresno",2023,38,2023-09-17,2023-09-23,"Sep",39109070,1012424,481,1,7511,190,47.5,741.9,18.8
"Central California","Fresno",2023,39,2023-09-24,2023-09-30,"Sep",39109070,1012424,544,1,6196,163,53.7,612,16.1
"Central California","Fresno",2023,40,2023-10-01,2023-10-07,"Oct",39109070,1012424,607,1,6178,199,60,610.2,19.7
"Central California","Fresno",2023,41,2023-10-08,2023-10-14,"Oct",39109070,1012424,666,1,6152,154,65.8,607.7,15.2
"Central California","Fresno",2023,42,2023-10-15,2023-10-21,"Oct",39109070,1012424,732,1,6107,184,72.3,603.2,18.2
"Central California","Fresno",2023,43,2023-10-22,2023-10-28,"Oct",39109070,1012424,777,1,5141,142,76.7,507.8,14
"Central California","Fresno",2023,44,2023-10-29,2023-11-04,"Oct",39109070,1012424,820,1,3478,147,81,343.5,14.5
"Central California","Fresno",2023,45,2023-11-05,2023-11-11,"Nov",39109070,1012424,861,1,2530,155,85,249.9,15.3
"Central California","Fresno",2023,46,2023-11-12,2023-11-18,"Nov",39109070,1012424,867,1,788,86,85.6,77.8,8.5
"Central California","Fresno",2023,47,2023-11-19,2023-11-25,"Nov",39109070,1012424,868,1,99,63,85.7,9.8,6.2
"Central California","Fresno",2023,48,2023-11-26,2023-12-02,"Nov",39109070,1012424,871,1,144,32,86,14.2,3.2
"Central California","Fresno",2023,49,2023-12-03,2023-12-09,"Dec",39109070,1012424,871,1,0,9,86,0,0.9
"Central California","Fresno",2023,50,2023-12-10,2023-12-16,"Dec",39109070,1012424,874,1,148,7,86.3,14.6,0.7
"Central California","Fresno",2023,51,2023-12-17,2023-12-23,"Dec",39109070,1012424,874,1,0,1,86.3,0,0.1
"Central California","Fresno",2023,52,2023-12-24,2023-12-30,"Dec",39109070,1012424,874,1,0,4,86.3,0,0.4
"Central California","Kern",2023,22,2023-05-28,2023-06-03,"May",39109070,903372,15,0,689,0,1.7,76.3,0
"Central California","Kern",2023,23,2023-06-04,2023-06-10,"Jun",39109070,903372,24,0,733,0,2.7,81.1,0
"Central California","Kern",2023,24,2023-06-11,2023-06-17,"Jun",39109070,903372,30,0,618,14,3.3,68.4,1.5
