"health_officer_region","county","mmwr_week","start_date","end_date","cumulative_infected","cumulative_severe","total_cnty_pop","inf_rate_100k","sev_rate_100k","case_breaks","inf_rate_breaks","sev_case_breaks","sev_rate_breaks"
"Bay Area","San Francisco",27,2023-07-02,2023-07-08,3789,45,848019,44.7,0.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",28,2023-07-09,2023-07-15,5378,81,848019,63.4,1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",29,2023-07-16,2023-07-22,6718,119,848019,79.2,1.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",30,2023-07-23,2023-07-29,8085,161,848019,95.3,1.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",31,2023-07-30,2023-08-05,10510,202,848019,123.9,2.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",32,2023-08-06,2023-08-12,12870,250,848019,151.8,2.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",33,2023-08-13,2023-08-19,15946,319,848019,188,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",34,2023-08-20,2023-08-26,20654,393,848019,243.6,4.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",35,2023-08-27,2023-09-02,27752,466,848019,327.3,5.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",36,2023-09-03,2023-09-09,34814,594,848019,410.5,7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",37,2023-09-10,2023-09-16,41214,758,848019,486,8.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",38,2023-09-17,2023-09-23,48721,953,848019,574.5,11.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",39,2023-09-24,2023-09-30,54882,1119,848019,647.2,13.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",40,2023-10-01,2023-10-07,61040,1317,848019,719.8,15.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",41,2023-10-08,2023-10-14,67047,1496,848019,790.6,17.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",42,2023-10-15,2023-10-21,73083,1650,848019,861.8,19.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Francisco",43,2023-10-22,2023-10-28,78059,1834,848019,920.5,21.6,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Bay Area","San Francisco",44,2023-10-29,2023-11-04,81395,1993,848019,959.8,23.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Francisco",45,2023-11-05,2023-11-11,83815,2142,848019,988.4,25.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Francisco",46,2023-11-12,2023-11-18,84717,2242,848019,999,26.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Francisco",47,2023-11-19,2023-11-25,84828,2312,848019,1000.3,27.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Francisco",48,2023-11-26,2023-12-02,84980,2358,848019,1002.1,27.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Francisco",49,2023-12-03,2023-12-09,84980,2369,848019,1002.1,27.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Francisco",50,2023-12-10,2023-12-16,85116,2373,848019,1003.7,28,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Francisco",51,2023-12-17,2023-12-23,85116,2375,848019,1003.7,28,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Francisco",52,2023-12-24,2023-12-30,85116,2379,848019,1003.7,28.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Mateo",22,2023-05-28,2023-06-03,206,0,749075,2.8,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",23,2023-06-04,2023-06-10,404,0,749075,5.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",24,2023-06-11,2023-06-17,561,3,749075,7.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",25,2023-06-18,2023-06-24,1065,9,749075,14.2,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",26,2023-06-25,2023-07-01,1928,13,749075,25.7,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",27,2023-07-02,2023-07-08,2907,24,749075,38.8,0.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",28,2023-07-09,2023-07-15,4233,42,749075,56.5,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",29,2023-07-16,2023-07-22,5219,74,749075,69.7,1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",30,2023-07-23,2023-07-29,6286,112,749075,83.9,1.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",31,2023-07-30,2023-08-05,8207,139,749075,109.6,1.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",32,2023-08-06,2023-08-12,10126,178,749075,135.2,2.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",33,2023-08-13,2023-08-19,12593,227,749075,168.1,3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",34,2023-08-20,2023-08-26,16224,290,749075,216.6,3.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",35,2023-08-27,2023-09-02,21856,370,749075,291.8,4.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",36,2023-09-03,2023-09-09,27424,476,749075,366.1,6.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",37,2023-09-10,2023-09-16,32706,641,749075,436.6,8.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",38,2023-09-17,2023-09-23,38730,816,749075,517,10.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",39,2023-09-24,2023-09-30,43565,979,749075,581.6,13.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",40,2023-10-01,2023-10-07,48543,1199,749075,648,16,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",41,2023-10-08,2023-10-14,53397,1352,749075,712.8,18,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",42,2023-10-15,2023-10-21,58401,1491,749075,779.6,19.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",43,2023-10-22,2023-10-28,62362,1637,749075,832.5,21.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","San Mateo",44,2023-10-29,2023-11-04,65050,1783,749075,868.4,23.8,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Bay Area","San Mateo",45,2023-11-05,2023-11-11,67011,1913,749075,894.6,25.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Mateo",46,2023-11-12,2023-11-18,67661,2009,749075,903.3,26.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Mateo",47,2023-11-19,2023-11-25,67745,2094,749075,904.4,28,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Mateo",48,2023-11-26,2023-12-02,67880,2131,749075,906.2,28.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Mateo",49,2023-12-03,2023-12-09,67880,2143,749075,906.2,28.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Mateo",50,2023-12-10,2023-12-16,67986,2148,749075,907.6,28.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Mateo",51,2023-12-17,2023-12-23,67986,2149,749075,907.6,28.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","San Mateo",52,2023-12-24,2023-12-30,67986,2152,749075,907.6,28.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Clara",22,2023-05-28,2023-06-03,536,0,1911749,2.8,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",23,2023-06-04,2023-06-10,1012,0,1911749,5.3,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",24,2023-06-11,2023-06-17,1447,16,1911749,7.6,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",25,2023-06-18,2023-06-24,2761,30,1911749,14.4,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",26,2023-06-25,2023-07-01,4848,43,1911749,25.4,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",27,2023-07-02,2023-07-08,7386,72,1911749,38.6,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",28,2023-07-09,2023-07-15,10675,119,1911749,55.8,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",29,2023-07-16,2023-07-22,13370,205,1911749,69.9,1.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",30,2023-07-23,2023-07-29,16219,310,1911749,84.8,1.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",31,2023-07-30,2023-08-05,21139,403,1911749,110.6,2.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",32,2023-08-06,2023-08-12,26090,479,1911749,136.5,2.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",33,2023-08-13,2023-08-19,32370,608,1911749,169.3,3.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",34,2023-08-20,2023-08-26,41715,735,1911749,218.2,3.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",35,2023-08-27,2023-09-02,56214,898,1911749,294,4.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",36,2023-09-03,2023-09-09,70352,1140,1911749,368,6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",37,2023-09-10,2023-09-16,83512,1517,1911749,436.8,7.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",38,2023-09-17,2023-09-23,98467,1936,1911749,515.1,10.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",39,2023-09-24,2023-09-30,110921,2317,1911749,580.2,12.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",40,2023-10-01,2023-10-07,123441,2752,1911749,645.7,14.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",41,2023-10-08,2023-10-14,135873,3129,1911749,710.7,16.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",42,2023-10-15,2023-10-21,148550,3455,1911749,777,18.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",43,2023-10-22,2023-10-28,158786,3827,1911749,830.6,20,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",44,2023-10-29,2023-11-04,165649,4220,1911749,866.5,22.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Clara",45,2023-11-05,2023-11-11,170503,4514,1911749,891.9,23.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Clara",46,2023-11-12,2023-11-18,172236,4734,1911749,900.9,24.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Clara",47,2023-11-19,2023-11-25,172464,4881,1911749,902.1,25.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Clara",48,2023-11-26,2023-12-02,172781,4946,1911749,903.8,25.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Clara",49,2023-12-03,2023-12-09,172781,4961,1911749,903.8,26,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Clara",50,2023-12-10,2023-12-16,173074,4971,1911749,905.3,26,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Clara",51,2023-12-17,2023-12-23,173074,4971,1911749,905.3,26,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Clara",52,2023-12-24,2023-12-30,173074,4983,1911749,905.3,26.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",22,2023-05-28,2023-06-03,76,0,263101,2.9,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",23,2023-06-04,2023-06-10,156,0,263101,5.9,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",24,2023-06-11,2023-06-17,222,1,263101,8.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",25,2023-06-18,2023-06-24,414,4,263101,15.7,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",26,2023-06-25,2023-07-01,764,5,263101,29,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",27,2023-07-02,2023-07-08,1152,8,263101,43.8,0.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",28,2023-07-09,2023-07-15,1692,18,263101,64.3,0.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",29,2023-07-16,2023-07-22,2115,28,263101,80.4,1.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",30,2023-07-23,2023-07-29,2550,37,263101,96.9,1.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",31,2023-07-30,2023-08-05,3344,56,263101,127.1,2.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",32,2023-08-06,2023-08-12,4095,69,263101,155.6,2.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",33,2023-08-13,2023-08-19,5055,89,263101,192.1,3.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",34,2023-08-20,2023-08-26,6444,123,263101,244.9,4.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",35,2023-08-27,2023-09-02,8694,150,263101,330.4,5.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",36,2023-09-03,2023-09-09,10810,203,263101,410.9,7.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",37,2023-09-10,2023-09-16,12785,279,263101,485.9,10.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",38,2023-09-17,2023-09-23,15055,344,263101,572.2,13.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",39,2023-09-24,2023-09-30,16924,419,263101,643.3,15.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",40,2023-10-01,2023-10-07,18861,487,263101,716.9,18.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",41,2023-10-08,2023-10-14,20719,547,263101,787.5,20.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Santa Cruz",42,2023-10-15,2023-10-21,22626,609,263101,860,23.1,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",43,2023-10-22,2023-10-28,24168,664,263101,918.6,25.2,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",44,2023-10-29,2023-11-04,25187,728,263101,957.3,27.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",45,2023-11-05,2023-11-11,25970,782,263101,987.1,29.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",46,2023-11-12,2023-11-18,26200,810,263101,995.8,30.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",47,2023-11-19,2023-11-25,26233,831,263101,997.1,31.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",48,2023-11-26,2023-12-02,26280,838,263101,998.9,31.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",49,2023-12-03,2023-12-09,26280,839,263101,998.9,31.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",50,2023-12-10,2023-12-16,26333,841,263101,1000.9,32,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",51,2023-12-17,2023-12-23,26333,841,263101,1000.9,32,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Santa Cruz",52,2023-12-24,2023-12-30,26333,841,263101,1000.9,32,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Solano",22,2023-05-28,2023-06-03,285,0,446745,6.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",23,2023-06-04,2023-06-10,542,0,446745,12.1,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",24,2023-06-11,2023-06-17,762,4,446745,17.1,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",25,2023-06-18,2023-06-24,1413,12,446745,31.6,0.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",26,2023-06-25,2023-07-01,2472,19,446745,55.3,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",27,2023-07-02,2023-07-08,3821,40,446745,85.5,0.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",28,2023-07-09,2023-07-15,5578,77,446745,124.9,1.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",29,2023-07-16,2023-07-22,6899,119,446745,154.4,2.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",30,2023-07-23,2023-07-29,8326,177,446745,186.4,4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",31,2023-07-30,2023-08-05,10932,225,446745,244.7,5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",32,2023-08-06,2023-08-12,13454,274,446745,301.2,6.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",33,2023-08-13,2023-08-19,16589,333,446745,371.3,7.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",34,2023-08-20,2023-08-26,21296,408,446745,476.7,9.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",35,2023-08-27,2023-09-02,28553,488,446745,639.1,10.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",36,2023-09-03,2023-09-09,35734,619,446745,799.9,13.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Solano",37,2023-09-10,2023-09-16,42119,808,446745,942.8,18.1,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Bay Area","Solano",38,2023-09-17,2023-09-23,49485,1002,446745,1107.7,22.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Solano",39,2023-09-24,2023-09-30,55300,1202,446745,1237.8,26.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Solano",40,2023-10-01,2023-10-07,61234,1394,446745,1370.7,31.2,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Solano",41,2023-10-08,2023-10-14,67097,1569,446745,1501.9,35.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Solano",42,2023-10-15,2023-10-21,73087,1721,446745,1636,38.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Solano",43,2023-10-22,2023-10-28,77816,1905,446745,1741.8,42.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Solano",44,2023-10-29,2023-11-04,81077,2081,446745,1814.8,46.6,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Bay Area","Solano",45,2023-11-05,2023-11-11,83206,2231,446745,1862.5,49.9,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Bay Area","Solano",46,2023-11-12,2023-11-18,83951,2349,446745,1879.2,52.6,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Bay Area","Solano",47,2023-11-19,2023-11-25,84055,2424,446745,1881.5,54.3,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Bay Area","Solano",48,2023-11-26,2023-12-02,84185,2457,446745,1884.4,55,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Bay Area","Solano",49,2023-12-03,2023-12-09,84185,2468,446745,1884.4,55.2,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Bay Area","Solano",50,2023-12-10,2023-12-16,84328,2473,446745,1887.6,55.4,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Bay Area","Solano",51,2023-12-17,2023-12-23,84328,2473,446745,1887.6,55.4,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Bay Area","Solano",52,2023-12-24,2023-12-30,84328,2477,446745,1887.6,55.4,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Bay Area","Sonoma",22,2023-05-28,2023-06-03,122,0,479826,2.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",23,2023-06-04,2023-06-10,258,0,479826,5.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",24,2023-06-11,2023-06-17,382,7,479826,8,0.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",25,2023-06-18,2023-06-24,753,9,479826,15.7,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",26,2023-06-25,2023-07-01,1295,11,479826,27,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",27,2023-07-02,2023-07-08,2003,27,479826,41.7,0.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",28,2023-07-09,2023-07-15,2930,43,479826,61.1,0.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",29,2023-07-16,2023-07-22,3668,70,479826,76.4,1.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",30,2023-07-23,2023-07-29,4374,106,479826,91.2,2.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",31,2023-07-30,2023-08-05,5759,135,479826,120,2.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",32,2023-08-06,2023-08-12,7061,169,479826,147.2,3.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",33,2023-08-13,2023-08-19,8718,225,479826,181.7,4.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",34,2023-08-20,2023-08-26,11260,257,479826,234.7,5.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",35,2023-08-27,2023-09-02,15071,317,479826,314.1,6.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",36,2023-09-03,2023-09-09,18866,392,479826,393.2,8.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",37,2023-09-10,2023-09-16,22426,496,479826,467.4,10.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",38,2023-09-17,2023-09-23,26442,639,479826,551.1,13.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",39,2023-09-24,2023-09-30,29778,751,479826,620.6,15.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",40,2023-10-01,2023-10-07,33065,901,479826,689.1,18.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",41,2023-10-08,2023-10-14,36390,1017,479826,758.4,21.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Bay Area","Sonoma",42,2023-10-15,2023-10-21,39798,1139,479826,829.4,23.7,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Bay Area","Sonoma",43,2023-10-22,2023-10-28,42453,1256,479826,884.8,26.2,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Sonoma",44,2023-10-29,2023-11-04,44356,1376,479826,924.4,28.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Sonoma",45,2023-11-05,2023-11-11,45675,1466,479826,951.9,30.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Sonoma",46,2023-11-12,2023-11-18,46108,1523,479826,960.9,31.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Sonoma",47,2023-11-19,2023-11-25,46160,1582,479826,962,33,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Sonoma",48,2023-11-26,2023-12-02,46239,1599,479826,963.7,33.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Sonoma",49,2023-12-03,2023-12-09,46239,1607,479826,963.7,33.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Sonoma",50,2023-12-10,2023-12-16,46322,1611,479826,965.4,33.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Sonoma",51,2023-12-17,2023-12-23,46322,1612,479826,965.4,33.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Bay Area","Sonoma",52,2023-12-24,2023-12-30,46322,1614,479826,965.4,33.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Calaveras",22,2023-05-28,2023-06-03,11,0,44605,2.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Calaveras",23,2023-06-04,2023-06-10,24,0,44605,5.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Calaveras",24,2023-06-11,2023-06-17,34,0,44605,7.6,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Calaveras",25,2023-06-18,2023-06-24,79,0,44605,17.7,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Calaveras",26,2023-06-25,2023-07-01,128,0,44605,28.7,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Calaveras",27,2023-07-02,2023-07-08,192,1,44605,43,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Calaveras",28,2023-07-09,2023-07-15,279,1,44605,62.5,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Calaveras",29,2023-07-16,2023-07-22,362,2,44605,81.2,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
