"health_officer_region","county","mmwr_week","start_date","end_date","cumulative_infected","cumulative_severe","total_cnty_pop","inf_rate_100k","sev_rate_100k","case_breaks_bins","case_breaks","inf_rate_breaks_bins","inf_rate_breaks","sev_case_breaks_bins","sev_case_breaks","sev_rate_breaks_bins","sev_rate_breaks"
"Bay Area","Napa",28,2023-07-09,2023-07-15,778,6,134484,578.5,4.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",29,2023-07-16,2023-07-22,969,12,134484,720.5,8.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",30,2023-07-23,2023-07-29,1175,22,134484,873.7,16.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",31,2023-07-30,2023-08-05,1544,26,134484,1148.1,19.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",32,2023-08-06,2023-08-12,1943,30,134484,1444.8,22.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",33,2023-08-13,2023-08-19,2408,38,134484,1790.5,28.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",34,2023-08-20,2023-08-26,3054,52,134484,2270.9,38.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",35,2023-08-27,2023-09-02,4084,65,134484,3036.8,48.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",36,2023-09-03,2023-09-09,5089,87,134484,3784.1,64.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",37,2023-09-10,2023-09-16,6113,108,134484,4545.5,80.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",38,2023-09-17,2023-09-23,7175,135,134484,5335.2,100.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",39,2023-09-24,2023-09-30,8150,177,134484,6060.2,131.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",40,2023-10-01,2023-10-07,9081,212,134484,6752.5,157.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",41,2023-10-08,2023-10-14,9983,247,134484,7423.2,183.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",42,2023-10-15,2023-10-21,10875,272,134484,8086.5,202.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Napa",43,2023-10-22,2023-10-28,11634,309,134484,8650.8,229.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","Napa",44,2023-10-29,2023-11-04,12103,343,134484,8999.6,255,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","Napa",45,2023-11-05,2023-11-11,12491,365,134484,9288.1,271.4,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","Napa",46,2023-11-12,2023-11-18,12610,383,134484,9376.6,284.8,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","Napa",47,2023-11-19,2023-11-25,12621,393,134484,9384.8,292.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","Napa",48,2023-11-26,2023-12-02,12645,397,134484,9402.6,295.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","Napa",49,2023-12-03,2023-12-09,12645,400,134484,9402.6,297.4,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","Napa",50,2023-12-10,2023-12-16,12673,401,134484,9423.4,298.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","Napa",51,2023-12-17,2023-12-23,12673,401,134484,9423.4,298.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","Napa",52,2023-12-24,2023-12-30,12673,402,134484,9423.4,298.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Benito",22,2023-05-28,2023-06-03,14,0,65082,21.5,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",23,2023-06-04,2023-06-10,29,0,65082,44.6,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",24,2023-06-11,2023-06-17,49,0,65082,75.3,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",25,2023-06-18,2023-06-24,84,0,65082,129.1,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",26,2023-06-25,2023-07-01,130,0,65082,199.7,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",27,2023-07-02,2023-07-08,211,1,65082,324.2,1.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",28,2023-07-09,2023-07-15,305,3,65082,468.6,4.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",29,2023-07-16,2023-07-22,387,7,65082,594.6,10.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",30,2023-07-23,2023-07-29,478,10,65082,734.5,15.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",31,2023-07-30,2023-08-05,631,15,65082,969.5,23,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",32,2023-08-06,2023-08-12,789,17,65082,1212.3,26.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",33,2023-08-13,2023-08-19,987,19,65082,1516.5,29.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",34,2023-08-20,2023-08-26,1274,23,65082,1957.5,35.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",35,2023-08-27,2023-09-02,1706,30,65082,2621.3,46.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",36,2023-09-03,2023-09-09,2091,37,65082,3212.9,56.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",37,2023-09-10,2023-09-16,2501,50,65082,3842.8,76.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",38,2023-09-17,2023-09-23,2964,63,65082,4554.3,96.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",39,2023-09-24,2023-09-30,3384,74,65082,5199.6,113.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",40,2023-10-01,2023-10-07,3773,84,65082,5797.3,129.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",41,2023-10-08,2023-10-14,4148,96,65082,6373.5,147.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",42,2023-10-15,2023-10-21,4520,109,65082,6945.1,167.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",43,2023-10-22,2023-10-28,4846,117,65082,7446,179.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",44,2023-10-29,2023-11-04,5071,133,65082,7791.7,204.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Benito",45,2023-11-05,2023-11-11,5217,145,65082,8016,222.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Benito",46,2023-11-12,2023-11-18,5272,151,65082,8100.6,232,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Benito",47,2023-11-19,2023-11-25,5280,156,65082,8112.8,239.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Benito",48,2023-11-26,2023-12-02,5285,158,65082,8120.5,242.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Benito",49,2023-12-03,2023-12-09,5285,158,65082,8120.5,242.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Benito",50,2023-12-10,2023-12-16,5291,159,65082,8129.7,244.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Benito",51,2023-12-17,2023-12-23,5291,160,65082,8129.7,245.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Benito",52,2023-12-24,2023-12-30,5291,160,65082,8129.7,245.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Francisco",22,2023-05-28,2023-06-03,279,0,848019,32.9,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",23,2023-06-04,2023-06-10,519,0,848019,61.2,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",24,2023-06-11,2023-06-17,729,12,848019,86,1.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",25,2023-06-18,2023-06-24,1412,18,848019,166.5,2.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",26,2023-06-25,2023-07-01,2467,24,848019,290.9,2.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",27,2023-07-02,2023-07-08,3789,45,848019,446.8,5.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",28,2023-07-09,2023-07-15,5378,81,848019,634.2,9.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",29,2023-07-16,2023-07-22,6718,119,848019,792.2,14,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",30,2023-07-23,2023-07-29,8085,161,848019,953.4,19,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",31,2023-07-30,2023-08-05,10510,202,848019,1239.4,23.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",32,2023-08-06,2023-08-12,12870,250,848019,1517.7,29.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",33,2023-08-13,2023-08-19,15946,319,848019,1880.4,37.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",34,2023-08-20,2023-08-26,20654,393,848019,2435.6,46.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",35,2023-08-27,2023-09-02,27752,466,848019,3272.6,55,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",36,2023-09-03,2023-09-09,34814,594,848019,4105.3,70,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",37,2023-09-10,2023-09-16,41214,758,848019,4860,89.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",38,2023-09-17,2023-09-23,48721,953,848019,5745.3,112.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",39,2023-09-24,2023-09-30,54882,1119,848019,6471.8,132,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",40,2023-10-01,2023-10-07,61040,1317,848019,7198,155.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",41,2023-10-08,2023-10-14,67047,1496,848019,7906.3,176.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",42,2023-10-15,2023-10-21,73083,1650,848019,8618.1,194.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",43,2023-10-22,2023-10-28,78059,1834,848019,9204.9,216.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Francisco",44,2023-10-29,2023-11-04,81395,1993,848019,9598.3,235,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Francisco",45,2023-11-05,2023-11-11,83815,2142,848019,9883.6,252.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Francisco",46,2023-11-12,2023-11-18,84717,2242,848019,9990,264.4,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Francisco",47,2023-11-19,2023-11-25,84828,2312,848019,10003.1,272.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Francisco",48,2023-11-26,2023-12-02,84980,2358,848019,10021,278.1,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Francisco",49,2023-12-03,2023-12-09,84980,2369,848019,10021,279.4,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Francisco",50,2023-12-10,2023-12-16,85116,2373,848019,10037,279.8,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Francisco",51,2023-12-17,2023-12-23,85116,2375,848019,10037,280.1,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Francisco",52,2023-12-24,2023-12-30,85116,2379,848019,10037,280.5,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Mateo",22,2023-05-28,2023-06-03,206,0,749075,27.5,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",23,2023-06-04,2023-06-10,404,0,749075,53.9,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",24,2023-06-11,2023-06-17,561,3,749075,74.9,0.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",25,2023-06-18,2023-06-24,1065,9,749075,142.2,1.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",26,2023-06-25,2023-07-01,1928,13,749075,257.4,1.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",27,2023-07-02,2023-07-08,2907,24,749075,388.1,3.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",28,2023-07-09,2023-07-15,4233,42,749075,565.1,5.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",29,2023-07-16,2023-07-22,5219,74,749075,696.7,9.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",30,2023-07-23,2023-07-29,6286,112,749075,839.2,15,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",31,2023-07-30,2023-08-05,8207,139,749075,1095.6,18.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",32,2023-08-06,2023-08-12,10126,178,749075,1351.8,23.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",33,2023-08-13,2023-08-19,12593,227,749075,1681.1,30.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",34,2023-08-20,2023-08-26,16224,290,749075,2165.9,38.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",35,2023-08-27,2023-09-02,21856,370,749075,2917.7,49.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",36,2023-09-03,2023-09-09,27424,476,749075,3661,63.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",37,2023-09-10,2023-09-16,32706,641,749075,4366.2,85.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",38,2023-09-17,2023-09-23,38730,816,749075,5170.4,108.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",39,2023-09-24,2023-09-30,43565,979,749075,5815.8,130.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",40,2023-10-01,2023-10-07,48543,1199,749075,6480.4,160.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",41,2023-10-08,2023-10-14,53397,1352,749075,7128.4,180.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",42,2023-10-15,2023-10-21,58401,1491,749075,7796.4,199,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",43,2023-10-22,2023-10-28,62362,1637,749075,8325.2,218.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","San Mateo",44,2023-10-29,2023-11-04,65050,1783,749075,8684,238,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Mateo",45,2023-11-05,2023-11-11,67011,1913,749075,8945.8,255.4,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Mateo",46,2023-11-12,2023-11-18,67661,2009,749075,9032.6,268.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Mateo",47,2023-11-19,2023-11-25,67745,2094,749075,9043.8,279.5,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Mateo",48,2023-11-26,2023-12-02,67880,2131,749075,9061.8,284.5,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Mateo",49,2023-12-03,2023-12-09,67880,2143,749075,9061.8,286.1,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Mateo",50,2023-12-10,2023-12-16,67986,2148,749075,9076,286.8,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Mateo",51,2023-12-17,2023-12-23,67986,2149,749075,9076,286.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","San Mateo",52,2023-12-24,2023-12-30,67986,2152,749075,9076,287.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Bay Area","Santa Clara",22,2023-05-28,2023-06-03,536,0,1911749,28,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",23,2023-06-04,2023-06-10,1012,0,1911749,52.9,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",24,2023-06-11,2023-06-17,1447,16,1911749,75.7,0.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",25,2023-06-18,2023-06-24,2761,30,1911749,144.4,1.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",26,2023-06-25,2023-07-01,4848,43,1911749,253.6,2.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",27,2023-07-02,2023-07-08,7386,72,1911749,386.3,3.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",28,2023-07-09,2023-07-15,10675,119,1911749,558.4,6.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",29,2023-07-16,2023-07-22,13370,205,1911749,699.4,10.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",30,2023-07-23,2023-07-29,16219,310,1911749,848.4,16.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",31,2023-07-30,2023-08-05,21139,403,1911749,1105.7,21.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",32,2023-08-06,2023-08-12,26090,479,1911749,1364.7,25.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",33,2023-08-13,2023-08-19,32370,608,1911749,1693.2,31.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",34,2023-08-20,2023-08-26,41715,735,1911749,2182,38.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",35,2023-08-27,2023-09-02,56214,898,1911749,2940.4,47,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Bay Area","Santa Clara",36,2023-09-03,2023-09-09,70352,1140,1911749,3680,59.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
